Data transação;CNPJ;Emitente;Descrição;docto;Natureção oper;Imposto;Vencimento;Tipo imp;Cod ret;Aliq;Valor imposto;Total NF
01/10/08;2022;05298486000100;ORGANICA LABORATORIO DE ANALISES QUIMICAS LTDA - EPP;ORGANICA;0004760;293302;0;10/11/08;IRPF;1708;1,5;36;2400
27/10/08;568;77964393000188;TECPAR - INSTITUTO DE TECNOLOGIA DO PR;TECPAR;0046205;193302;0;10/11/08;IRPF;1708;1,5;22,5;1500
27/10/08;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0020003;193302;0;31/10/08;IRPF;5952;4,65;17,67;380
27/10/08;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0020059;193302;0;31/10/08;IRPF;5952;4,65;17,67;380
01/11/08;2022;05298486000100;ORGANICA LABORATORIO DE ANALISES QUIMICAS LTDA - EPP;ORGANICA;0004848;293302;0;10/12/08;IRPF;1708;1,5;36;2400
18/11/08;2473;80267255000154;THERMOTRONICS SERV TERMOGRAFICOS LTDA;THERMOTRONIC;0001513;193302;0;10/12/08;IRPF;1708;1,5;11,25;750
19/11/08;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0008400;193302;0;10/12/08;IRPF;3;3;60;2000
30/11/08;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0020692;193302;0;15/12/08;IRPF;5952;4,65;17,67;380
30/11/08;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0020754;193302;0;15/12/08;IRPF;5952;4,65;17,67;380
01/12/08;2022;05298486000100;ORGANICA LABORATORIO DE ANALISES QUIMICAS LTDA - EPP;ORGANICA;0004922;293302;0;20/01/09;IRPF;1708;1,5;36;2400
02/12/08;1669;79776654000161;MAINTENANCE SERVICE ENGENHARIA DE MANUTENCAO LTDA;MS;0004956;193302;0;12/01/09;IRPF;3;2;90;4500
02/12/08;1669;79776654000161;MAINTENANCE SERVICE ENGENHARIA DE MANUTENCAO LTDA;MS;0004956;193302;0;19/01/09;IRPF;1708;1,5;67,5;4500
02/12/08;1669;79776654000161;MAINTENANCE SERVICE ENGENHARIA DE MANUTENCAO LTDA;MS;0004956;193302;0;20/01/09;IRPF;2631;11;495;4500
08/12/08;1193;77153534000182;CONSTRUTORA ZOLLER LTDA.;ZOLLER;0000400;193302;0;12/01/09;IRPF;3;3;151,52;28000
08/12/08;1193;77153534000182;CONSTRUTORA ZOLLER LTDA.;ZOLLER;0000400;193302;0;20/01/09;IRPF;2631;11;833,34;28000
17/12/08;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0020753;193302;0;30/12/08;IRPF;5952;4,65;17,67;380
29/12/08;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0021176;193302;0;15/01/09;IRPF;5952;4,65;247,85;380
29/12/08;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0021177;193302;0;30/12/08;IRPF;5952;4,65;17,67;380
02/01/09;2022;05298486000100;ORGANICA LABORATORIO DE ANALISES QUIMICAS LTDA - EPP;ORGANICA;0004991;293302;0;20/02/09;IRPF;1708;1,5;36;2400
15/01/09;2522;07269059000129;NC SERVICE PR COM DE MAQUINAS LTDA;NC SERVICE;0002200;193301;0;13/03/09;IRPF;5952;4,65;276,68;11900
15/01/09;2522;07269059000129;NC SERVICE PR COM DE MAQUINAS LTDA;NC SERVICE;0002200;193301;0;27/02/09;IRPF;5952;4,65;276,68;11900
15/01/09;2522;07269059000129;NC SERVICE PR COM DE MAQUINAS LTDA;NC SERVICE;0002202;193301;0;27/02/09;IRPF;5952;4,65;34,88;1500
15/01/09;2522;07269059000129;NC SERVICE PR COM DE MAQUINAS LTDA;NC SERVICE;0002202;193301;0;13/03/09;IRPF;5952;4,65;34,88;1500
21/01/09;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0008447;193302;0;10/02/09;IRPF;3;3;21;700
28/01/09;2568;40442253000130;ASM ENGENHARIA E CONSUILTORIA LTDA;ASM ENG;0000764;193302;0;20/02/09;IRPF;1708;1,5;36;2400
02/02/09;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0060739;193301;0;31/03/09;IRPF;5952;4,65;1262,38;27148,06
02/02/09;2022;05298486000100;ORGANICA LABORATORIO DE ANALISES QUIMICAS LTDA - EPP;ORGANICA;0005044;293302;0;20/03/09;IRPF;1708;1,5;36;2400
12/02/09;2324;04637474000108;HIDRÁULICA JD LTDA;HIDRÁULICA;0000217;193302;0;10/03/09;IRPF;3;2;164,92;8246
12/02/09;2324;04637474000108;HIDRÁULICA JD LTDA;HIDRÁULICA;0000217;193302;0;20/03/09;IRPF;2631;11;907,06;8246
02/03/09;2022;05298486000100;ORGANICA LABORATORIO DE ANALISES QUIMICAS LTDA - EPP;ORGANICA;0005121;293302;0;10/04/09;IRPF;1708;1,5;36;2400
01/04/09;2022;05298486000100;ORGANICA LABORATORIO DE ANALISES QUIMICAS LTDA - EPP;ORGANICA;0005191;193302;0;20/05/09;IRPF;1708;1,5;36;2400
06/04/09;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0008896;193302;0;20/05/09;IRPF;3;3;3,6;120
09/04/09;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0008972;193302;0;20/05/09;IRPF;3;3;16,8;560
04/05/09;2022;05298486000100;ORGANICA LABORATORIO DE ANALISES QUIMICAS LTDA - EPP;ORGANICA;0005256;293302;0;19/06/09;IRPF;1708;1,5;36;2400
01/06/09;2022;05298486000100;ORGANICA LABORATORIO DE ANALISES QUIMICAS LTDA - EPP;ORGANICA;0005319;293302;0;20/07/09;IRPF;1708;1,5;36;2400
02/06/09;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0008913;193302;0;10/07/09;IRPF;3;3;18;600
18/06/09;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0009196;193302;0;20/07/09;IRPF;3;3;53,7;1790
01/07/09;2022;05298486000100;ORGANICA LABORATORIO DE ANALISES QUIMICAS LTDA - EPP;ORGANICA;0005383;293302;0;20/08/09;IRPF;1708;1,5;36;2400
09/07/09;2768;03677830000499;SEGUR RECURSOS HUMANOS LTDA;SEGUR;0001007;193302;0;10/08/09;IRPF;0;2;80;4000
09/07/09;2768;03677830000499;SEGUR RECURSOS HUMANOS LTDA;SEGUR;0001007;193302;0;20/08/09;IRPF;1708;1;40;4000
28/07/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0023513;193302;0;14/08/09;IRPF;5952;4,65;242,27;380
28/07/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0023514;193302;0;14/08/09;IRPF;5952;4,65;17,67;380
28/07/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0023520;193302;0;14/08/09;IRPF;5952;4,65;17,67;380
31/07/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0023521;193302;0;14/08/09;IRPF;5952;4,65;20;390
31/07/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0023571;193302;0;14/08/09;IRPF;5952;4,65;15,35;330
31/07/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0023574;193302;0;14/08/09;IRPF;5952;4,65;17,67;380
13/08/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0023587;193302;0;31/08/09;IRPF;5952;4,65;17,67;380
27/08/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0023800;193302;0;31/08/09;IRPF;5952;4,65;17,67;380
27/08/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0023801;193302;0;31/08/09;IRPF;5952;4,65;17,67;380
31/08/09;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0063877;193301;0;15/10/09;IRPF;5952;4,65;579,04;24905
31/08/09;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0063877;193301;0;13/11/09;IRPF;5952;4,65;579,04;24905
31/08/09;2798;00618461000122;TELEWORK SISTEMAS E AUTOMACAO LTDA;TELEWORK;0007877;193301;0;18/09/09;IRPF;1;1,5;12,75;850
04/09/09;2473;80267255000154;THERMOTRONICS SERV TERMOGRAFICOS LTDA;THERMOTRONIC;0001755;193302;0;20/10/09;IRPF;1708;1,5;16,2;1080
30/09/09;1193;77153534000182;CONSTRUTORA ZOLLER LTDA.;ZOLLER;0000402;193302;0;20/10/09;IRPF;2631;11;1430;58500
30/09/09;1193;77153534000182;CONSTRUTORA ZOLLER LTDA.;ZOLLER;0000402;193302;0;20/10/09;IRPF;3;2;260;58500
01/10/09;2022;05298486000100;ORGANICA LABORATORIO DE ANALISES QUIMICAS LTDA - EPP;ORGANICA;0005610;293302;0;20/11/09;IRPF;1708;1,5;36;2400
06/10/09;2324;04637474000108;HIDRÁULICA JD LTDA;HIDRÁULICA;0000245;193302;0;20/11/09;IRPF;2631;11;132;1200
06/10/09;2324;04637474000108;HIDRÁULICA JD LTDA;HIDRÁULICA;0000245;193302;0;20/11/09;IRPF;0;2;24;1200
14/10/09;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0009539;193302;0;20/11/09;IRPF;0;3;19,2;640
16/10/09;2768;03677830000499;SEGUR RECURSOS HUMANOS LTDA;SEGUR;0001138;193302;0;20/11/09;IRPF;1708;1;32;3200
16/10/09;2768;03677830000499;SEGUR RECURSOS HUMANOS LTDA;SEGUR;0001138;193302;0;20/11/09;IRPF;3;2;64;3200
21/10/09;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0009343;193302;0;20/11/09;IRPF;3;3;21;700
21/10/09;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0009344;193302;0;20/11/09;IRPF;3;3;4,8;160
21/10/09;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0009345;193302;0;20/11/09;IRPF;3;3;10,5;350
27/10/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0024400;193302;0;29/10/09;IRPF;5952;4,65;241,34;380
27/10/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0024465;193302;0;29/10/09;IRPF;5952;4,65;17,67;380
27/10/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0024466;193302;0;27/10/09;IRPF;5952;4,65;17,67;380
27/10/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0024467;193302;0;27/10/09;IRPF;5952;4,65;17,67;380
27/10/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0024468;193302;0;27/10/09;IRPF;5952;4,65;17,67;380
03/11/09;2022;05298486000100;ORGANICA LABORATORIO DE ANALISES QUIMICAS LTDA - EPP;ORGANICA;0005677;294901;0;18/12/09;IRPF;1708;1,5;36;2400
19/11/09;1193;77153534000182;CONSTRUTORA ZOLLER LTDA.;ZOLLER;0000406;193302;0;18/12/09;IRPF;2631;11;310,69;13078,04
19/11/09;1193;77153534000182;CONSTRUTORA ZOLLER LTDA.;ZOLLER;0000406;193302;0;18/12/09;IRPF;3;2;56,49;13078,04
25/11/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0024553;193302;0;15/12/09;IRPF;5952;4,65;17,67;380
30/11/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0024554;193302;0;15/12/09;IRPF;5952;4,65;17,67;380
30/11/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0024569;193302;0;15/12/09;IRPF;5952;4,65;17,67;380
30/11/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0024786;193302;0;15/12/09;IRPF;5952;4,65;238,55;380
30/11/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0024788;193302;0;15/12/09;IRPF;5952;4,65;20;430
30/11/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0024789;193302;0;15/12/09;IRPF;5952;4,65;22,32;480
01/12/09;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0065583;193301;0;15/01/10;IRPF;5952;4,65;731,35;15728
01/12/09;2022;05298486000100;ORGANICA LABORATORIO DE ANALISES QUIMICAS LTDA - EPP;ORGANICA;0005758;293302;0;20/01/10;IRPF;1708;1,5;36;2400
28/12/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0025173;193302;0;30/12/09;IRPF;5952;4,65;17,67;380
28/12/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0025174;193302;0;30/12/09;IRPF;5952;4,65;17,67;380
28/12/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0025210;193302;0;30/12/09;IRPF;5952;4,65;17,67;380
28/12/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0025211;193302;0;30/12/09;IRPF;5952;4,65;22,32;480
28/12/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0025212;193302;0;30/12/09;IRPF;5952;4,65;20;430
28/12/09;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0025213;193302;0;30/12/09;IRPF;5952;4,65;17,67;380
29/12/09;615;73859449000183;OCLE ENGENHARIA ELETRICA LTDA;OCLE;0003113;193302;0;20/01/10;IRPF;2631;11;753,06;32200
29/12/09;615;73859449000183;OCLE ENGENHARIA ELETRICA LTDA;OCLE;0003113;193302;0;20/01/10;IRPF;3;2;210,62;32200
18/01/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0025141;193302;0;29/01/10;IRPF;5952;4,65;248,78;430
21/01/10;615;73859449000183;OCLE ENGENHARIA ELETRICA LTDA;OCLE;0003117;193302;0;19/02/10;IRPF;3;2;276;13800
21/01/10;615;73859449000183;OCLE ENGENHARIA ELETRICA LTDA;OCLE;0003117;193302;0;19/02/10;IRPF;2103;11;986,7;13800
21/01/10;615;73859449000183;OCLE ENGENHARIA ELETRICA LTDA;OCLE;0003118;193302;0;19/02/10;IRPF;3;2;252,93;24445,72
21/01/10;615;73859449000183;OCLE ENGENHARIA ELETRICA LTDA;OCLE;0003118;193302;0;19/02/10;IRPF;2631;11;904,23;24445,72
25/01/10;2473;80267255000154;THERMOTRONICS SERV TERMOGRAFICOS LTDA;THERMOTRONIC;0001880;193302;0;19/02/10;IRPF;1708;1,5;15,75;1050
01/02/10;2022;05298486000100;ORGANICA LABORATORIO DE ANALISES QUIMICAS LTDA - EPP;ORGANICA;0005869;293302;0;19/03/10;IRPF;1708;1,5;36;2400
12/02/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0025641;193302;0;26/02/10;IRPF;5952;4,65;17,67;380
12/02/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0025642;193302;0;26/02/10;IRPF;5952;4,65;17,67;380
12/02/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0025671;193302;0;26/02/10;IRPF;5952;4,65;20;430
18/02/10;2938;81127466000154;J MARTINS & FARIAS LTDA;MELTI;0000449;193302;0;19/03/10;IRPF;1708;1,5;40,75;2717
18/02/10;2938;81127466000154;J MARTINS & FARIAS LTDA;MELTI;0000449;193302;0;19/03/10;IRPF;2631;11;298,87;2717
18/02/10;2938;81127466000154;J MARTINS & FARIAS LTDA;MELTI;0000449;193302;0;19/03/10;IRPF;3;3;81,51;2717
18/02/10;2938;81127466000154;J MARTINS & FARIAS LTDA;MELTI;0000449;193302;0;31/03/10;IRPF;5952;4,65;126,34;2717
12/03/10;615;73859449000183;OCLE ENGENHARIA ELETRICA LTDA;OCLE;0003130;193392;0;20/04/10;IRPF;3;2;272,4;18152
12/03/10;615;73859449000183;OCLE ENGENHARIA ELETRICA LTDA;OCLE;0003130;193392;0;20/04/10;IRPF;2631;11;973,85;18152
26/03/10;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0067100;193301;0;15/06/10;IRPF;5952;4,65;493;31800
26/03/10;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0067100;193301;0;14/05/10;IRPF;5952;4,65;492,85;31800
26/03/10;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0067100;193301;0;31/05/10;IRPF;5952;4,65;492,85;31800
05/04/10;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0067260;193301;0;14/05/10;IRPF;5952;4,65;678,9;14600
05/04/10;1193;77153534000182;CONSTRUTORA ZOLLER LTDA.;ZOLLER;0000414;193392;0;20/05/10;IRPF;3;2;554;27700
05/04/10;1193;77153534000182;CONSTRUTORA ZOLLER LTDA.;ZOLLER;0000414;193392;0;20/05/10;IRPF;2631;11;3047;27700
05/04/10;1193;77153534000182;CONSTRUTORA ZOLLER LTDA.;ZOLLER;0000415;193392;0;20/05/10;IRPF;3;2;28,93;1446,56
05/04/10;1193;77153534000182;CONSTRUTORA ZOLLER LTDA.;ZOLLER;0000415;193392;0;20/05/10;IRPF;2631;11;159,12;1446,56
05/04/10;1193;77153534000182;CONSTRUTORA ZOLLER LTDA.;ZOLLER;0000416;193392;0;20/05/10;IRPF;3;2;75,55;3777,36
05/04/10;1193;77153534000182;CONSTRUTORA ZOLLER LTDA.;ZOLLER;0000416;193392;0;20/05/10;IRPF;2631;11;415,51;3777,36
05/04/10;2938;81127466000154;J MARTINS & FARIAS LTDA;MELTI;0000465;193392;0;20/05/10;IRPF;1708;1,5;29,4;1960
05/04/10;2938;81127466000154;J MARTINS & FARIAS LTDA;MELTI;0000465;193392;0;20/05/10;IRPF;2631;11;215,6;1960
05/04/10;2938;81127466000154;J MARTINS & FARIAS LTDA;MELTI;0000465;193392;0;20/05/10;IRPF;3;2;39,2;1960
05/04/10;2938;81127466000154;J MARTINS & FARIAS LTDA;MELTI;0000465;193392;0;31/05/10;IRPF;5952;4,65;91,14;1960
05/04/10;2938;81127466000154;J MARTINS & FARIAS LTDA;MELTI;0000466;193392;0;30/04/10;IRPF;5952;4,65;435,05;9355,91
05/04/10;2938;81127466000154;J MARTINS & FARIAS LTDA;MELTI;0000466;193392;0;20/05/10;IRPF;3;2;187,12;9355,91
05/04/10;2938;81127466000154;J MARTINS & FARIAS LTDA;MELTI;0000466;193392;0;20/05/10;IRPF;1708;1,5;140,34;9355,91
05/04/10;2938;81127466000154;J MARTINS & FARIAS LTDA;MELTI;0000466;193392;0;20/05/10;IRPF;2631;11;1029,15;9355,91
08/04/10;1193;77153534000182;CONSTRUTORA ZOLLER LTDA.;ZOLLER;0000413;193392;0;20/04/10;IRPF;3;2;1129,61;56480,45
08/04/10;1193;77153534000182;CONSTRUTORA ZOLLER LTDA.;ZOLLER;0000413;193392;0;30/04/10;IRPF;5952;4,65;2626,33;56480,45
08/04/10;1193;77153534000182;CONSTRUTORA ZOLLER LTDA.;ZOLLER;0000413;193392;0;20/05/10;IRPF;1708;1,5;847,21;56480,45
09/04/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0000390;193392;0;15/04/10;IRPF;5952;4,65;246,92;430
09/04/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0000391;193392;0;15/04/10;IRPF;5952;4,65;20;430
09/04/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0000443;193392;0;30/04/10;IRPF;5952;4,65;17,67;380
09/04/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0000452;193392;0;15/04/10;IRPF;5952;4,65;17,67;380
19/04/10;2868;78747821000183;OTIMA IND COM IMP EXP LTDA;OTIMA;0000021;193392;0;20/05/10;IRPF;3;2;70,5;3525
22/04/10;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0000054;193392;0;20/05/10;IRPF;3;3;10,8;360
22/04/10;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0000056;193392;0;20/05/10;IRPF;3;3;17,4;580
23/04/10;3014;36751667000173;PRIMECONSULT CONSULT EMPRESARIAL  LTDA;PRIME;0000061;293392;0;14/05/10;IRPF;5952;4,65;250,26;5382
23/04/10;3014;36751667000173;PRIMECONSULT CONSULT EMPRESARIAL  LTDA;PRIME;0000061;293392;0;20/05/10;IRPF;1708;1,5;80,73;5382
28/04/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0000453;193392;0;14/05/10;IRPF;5952;4,65;17,67;380
28/04/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0000454;193392;0;14/05/10;IRPF;5952;4,65;17,67;380
28/04/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0000455;193392;0;14/05/10;IRPF;5952;4,65;17,67;380
28/04/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0000456;193392;0;14/05/10;IRPF;5952;4,65;17,67;380
03/05/10;2224;05004451000110;SANITHEC ENG AMBIENTAL S/C LTDA;SANITHEC;0000010;193392;0;18/06/10;IRPF;1708;1,5;11,47;764,9
12/05/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0000580;193392;0;14/05/10;IRPF;5952;4,65;240,87;530
12/05/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0000712;193392;0;31/05/10;IRPF;5952;4,65;17,67;380
12/05/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0000713;193392;0;31/05/10;IRPF;5952;4,65;17,67;380
12/05/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0000714;193392;0;31/05/10;IRPF;5952;4,65;17,67;380
12/05/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0000753;193392;0;31/05/10;IRPF;5952;4,65;20;430
12/05/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0000754;193392;0;31/05/10;IRPF;5952;4,65;17,67;380
12/05/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0000755;193392;0;31/05/10;IRPF;5952;4,65;17,67;380
14/05/10;2473;80267255000154;THERMOTRONICS SERV TERMOGRAFICOS LTDA;THERMOTRONIC;0001987;193392;0;18/06/10;IRPF;1708;1,5;15,75;1050
17/05/10;1193;77153534000182;CONSTRUTORA ZOLLER LTDA.;ZOLLER;0000417;193392;0;18/06/10;IRPF;1;11;5833,22;53029,29
17/05/10;1193;77153534000182;CONSTRUTORA ZOLLER LTDA.;ZOLLER;0000417;193392;0;21/06/10;IRPF;3;2;1060,59;53029,29
18/05/10;3046;11926745000100;CRONOS QUALITY APOIO E TREIN EMP LTDA;CRONOS;0000001;193392;0;15/06/10;IRPF;5952;4,65;423,52;9108
18/05/10;3046;11926745000100;CRONOS QUALITY APOIO E TREIN EMP LTDA;CRONOS;0000001;193392;0;18/06/10;IRPF;1708;1,5;136,62;9108
19/05/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0001027;193392;0;15/06/10;IRPF;5952;4,65;17,67;380
26/05/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0001028;193392;0;31/05/10;IRPF;5952;4,65;17,67;380
26/05/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0001047;193392;0;31/05/10;IRPF;5952;4,65;17,67;380
26/05/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0001048;193392;0;31/05/10;IRPF;5952;4,65;17,67;380
26/05/10;2031;04290515000124;GARDEN HOUSE JARDINAGEM LTDA;GARDEN HOUSE;0001071;193392;0;21/06/10;IRPF;2631;11;68,2;620
26/05/10;2031;04290515000124;GARDEN HOUSE JARDINAGEM LTDA;GARDEN HOUSE;0001071;193392;0;18/06/10;IRPF;3;3;18,6;620
31/05/10;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0068216;193301;0;15/07/10;IRPF;5952;4,65;985,7;63600
31/05/10;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0068216;193301;0;13/08/10;IRPF;5952;4,65;986;63600
31/05/10;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0068216;193301;0;30/07/10;IRPF;5952;4,65;985,7;63600
31/05/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0001026;193392;0;15/06/10;IRPF;5952;4,65;234,83;380
31/05/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0001029;193392;0;15/06/10;IRPF;5952;4,65;17,67;380
08/06/10;615;73859449000183;OCLE ENGENHARIA ELETRICA LTDA;OCLE;0000020;193302;0;20/07/10;IRPF;3;2;1570;78500
08/06/10;615;73859449000183;OCLE ENGENHARIA ELETRICA LTDA;OCLE;0000020;193302;0;20/07/10;IRPF;2631;4,2;3298,16;78500
09/06/10;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0001187;193392;0;15/06/10;IRPF;5952;4,65;17,67;380
14/06/10;3006;11486231000173;ZOLLER ENGENHARIA LTDA;ZOLLER ENG;0000007;193392;0;20/07/10;IRPF;3;3;27,24;2453,44
14/06/10;3006;11486231000173;ZOLLER ENGENHARIA LTDA;ZOLLER ENG;0000007;193392;0;20/07/10;IRPF;2631;11;99,9;2453,44
14/06/10;3006;11486231000173;ZOLLER ENGENHARIA LTDA;ZOLLER ENG;0000008;193392;0;20/07/10;IRPF;2631;11;647,47;31809,9
14/06/10;3006;11486231000173;ZOLLER ENGENHARIA LTDA;ZOLLER ENG;0000008;193392;0;20/07/10;IRPF;3;3;322,08;31809,9
17/06/10;2938;81127466000154;J MARTINS & FARIAS LTDA;MELTI;0000499;193392;0;20/07/10;IRPF;2631;11;220;2000
17/06/10;2938;81127466000154;J MARTINS & FARIAS LTDA;MELTI;0000499;193392;0;30/07/10;IRPF;5952;4,65;93;2000
